"time","lat","lng","device_model"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169796770","40.6921686","-73.98663","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
"1498169589632","40.6935473","-73.9870892","ASUS_T00P"
